18932,"AMT MARINER",16312,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-19 06:00"
18932,"AMT MARINER",16312,"NAVE IN ENTRATA",14,"2019-04-19 10:10"
18932,"AMT MARINER",16312,"ORMEGGIO NAVE",17,"2019-04-19 11:00"
18933,"PARAGGI",15321,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-19 06:00"
18933,"PARAGGI",15321,"DISORMEGGIO PER PARTENZA",23,"2019-05-11 09:35"
18933,"PARAGGI",15321,"NAVE FUORI VISTA",26,"2019-05-11 09:50"
18933,"PARAGGI",15321,"NAVE IN ENTRATA",14,"2019-04-19 10:05"
18933,"PARAGGI",15321,"ORMEGGIO NAVE",17,"2019-04-19 10:30"
18934,"ANA",14785,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-19 05:00"
18934,"ANA",14785,"DISORMEGGIO PER PARTENZA",23,"2019-04-19 18:35"
18934,"ANA",14785,"NAVE FUORI VISTA",26,"2019-04-19 19:20"
18934,"ANA",14785,"NAVE IN ENTRATA",14,"2019-04-19 06:45"
18934,"ANA",14785,"ORMEGGIO NAVE",17,"2019-04-19 08:00"
18936,"MED DIECI",10136,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-19 07:00"
18936,"MED DIECI",10136,"DISORMEGGIO PER PARTENZA",23,"2019-04-19 19:30"
18936,"MED DIECI",10136,"NAVE FUORI VISTA",26,"2019-04-19 19:50"
18936,"MED DIECI",10136,"NAVE IN ENTRATA",14,"2019-04-19 08:10"
18936,"MED DIECI",10136,"ORMEGGIO NAVE",17,"2019-04-19 08:35"
18937,"MSC TASMANIA",14992,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-19 04:06"
18937,"MSC TASMANIA",14992,"DISORMEGGIO PER PARTENZA",23,"2019-04-20 06:54"
18937,"MSC TASMANIA",14992,"NAVE FUORI VISTA",26,"2019-04-20 07:55"
18937,"MSC TASMANIA",14992,"NAVE IN ENTRATA",14,"2019-04-19 07:05"
18937,"MSC TASMANIA",14992,"ORMEGGIO NAVE",17,"2019-04-19 08:30"
18938,"IEVOLI SPEED",14128,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-19 06:00"
18938,"IEVOLI SPEED",14128,"DISORMEGGIO PER PARTENZA",23,"2019-04-20 08:30"
18938,"IEVOLI SPEED",14128,"NAVE FUORI VISTA",26,"2019-04-20 08:55"
18938,"IEVOLI SPEED",14128,"NAVE IN ENTRATA",14,"2019-04-19 07:15"
18938,"IEVOLI SPEED",14128,"ORMEGGIO NAVE",17,"2019-04-19 08:36"
18942,"AGA REIS",14899,"ANCORAGGIO IN RADA",16,"2019-04-19 11:50"
18942,"AGA REIS",14899,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-19 11:50"
18942,"AGA REIS",14899,"DA RADA A ORMEGGIO",20,"2019-04-19 19:10"
18942,"AGA REIS",14899,"DISORMEGGIO PER PARTENZA",23,"2019-04-24 11:05"
18942,"AGA REIS",14899,"NAVE FUORI VISTA",26,"2019-04-24 13:00"
18950,"APACHE",16420,"ANCORAGGIO IN RADA",16,"2019-04-19 17:35"
18950,"APACHE",16420,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-19 17:35"
18950,"APACHE",16420,"DA RADA A ORMEGGIO",20,"2019-04-23 05:30"
18950,"APACHE",16420,"DISORMEGGIO PER PARTENZA",23,"2019-04-26 17:45"
18950,"APACHE",16420,"NAVE FUORI VISTA",26,"2019-04-26 18:25"
18951,"SAINT DIMITROS",14421,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-19 16:10"
18951,"SAINT DIMITROS",14421,"DISORMEGGIO PER PARTENZA",23,"2019-04-20 15:30"
18951,"SAINT DIMITROS",14421,"NAVE FUORI VISTA",26,"2019-04-20 16:10"
18951,"SAINT DIMITROS",14421,"NAVE IN ENTRATA",14,"2019-04-19 17:10"
18951,"SAINT DIMITROS",14421,"ORMEGGIO NAVE",17,"2019-04-19 18:30"
18952,"TOMINI VICTORY",16419,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-19 15:30"
18952,"TOMINI VICTORY",16419,"DISORMEGGIO PER PARTENZA",23,"2019-04-24 18:50"
18952,"TOMINI VICTORY",16419,"NAVE FUORI VISTA",26,"2019-04-24 19:50"
18952,"TOMINI VICTORY",16419,"NAVE IN ENTRATA",14,"2019-04-19 17:00"
18952,"TOMINI VICTORY",16419,"ORMEGGIO NAVE",17,"2019-04-19 18:30"
18969,"SEA BIRD",14077,"ANCORAGGIO IN RADA",16,"2019-04-20 06:05"
18969,"SEA BIRD",14077,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-20 06:05"
18969,"SEA BIRD",14077,"DA RADA A ORMEGGIO",20,"2019-04-24 10:50"
18969,"SEA BIRD",14077,"DISORMEGGIO PER PARTENZA",23,"2019-04-27 05:45"
18969,"SEA BIRD",14077,"NAVE FUORI VISTA",26,"2019-04-27 06:35"
18976,"ATLANTIS ANTIBES",16318,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-20 07:30"
18976,"ATLANTIS ANTIBES",16318,"DISORMEGGIO PER PARTENZA",23,"2019-04-21 11:24"
18976,"ATLANTIS ANTIBES",16318,"NAVE FUORI VISTA",26,"2019-04-21 11:45"
18976,"ATLANTIS ANTIBES",16318,"NAVE IN ENTRATA",14,"2019-04-20 08:25"
18976,"ATLANTIS ANTIBES",16318,"ORMEGGIO NAVE",17,"2019-04-20 09:00"
18977,"MSC RHIANNON",13386,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-20 08:00"
18977,"MSC RHIANNON",13386,"DISORMEGGIO PER PARTENZA",23,"2019-04-21 06:43"
18977,"MSC RHIANNON",13386,"NAVE FUORI VISTA",26,"2019-04-21 07:40"
18977,"MSC RHIANNON",13386,"NAVE IN ENTRATA",14,"2019-04-20 09:50"
18977,"MSC RHIANNON",13386,"ORMEGGIO NAVE",17,"2019-04-20 11:00"
18982,"LIPARI M",12730,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-20 16:18"
18982,"LIPARI M",12730,"DA ORMEGGIO A ORMEGGIO",18,"2019-04-21 08:12"
18982,"LIPARI M",12730,"DISORMEGGIO PER PARTENZA",23,"2019-04-21 15:12"
18982,"LIPARI M",12730,"NAVE FUORI VISTA",26,"2019-04-21 15:20"
18982,"LIPARI M",12730,"NAVE IN ENTRATA",14,"2019-04-20 16:45"
18982,"LIPARI M",12730,"ORMEGGIO NAVE",17,"2019-04-20 17:42"
18986,"MASSIMO MURA",12393,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-20 17:10"
18986,"MASSIMO MURA",12393,"DISORMEGGIO PER PARTENZA",23,"2019-04-23 20:15"
18986,"MASSIMO MURA",12393,"NAVE FUORI VISTA",26,"2019-04-23 20:45"
18986,"MASSIMO MURA",12393,"NAVE IN ENTRATA",14,"2019-04-20 17:25"
18986,"MASSIMO MURA",12393,"ORMEGGIO NAVE",17,"2019-04-20 18:20"
18993,"SYN ZOSMA",14902,"ANCORAGGIO IN RADA",16,"2019-04-20 18:36"
18993,"SYN ZOSMA",14902,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-20 18:06"
18993,"SYN ZOSMA",14902,"DA RADA A ORMEGGIO",20,"2019-04-21 07:48"
18993,"SYN ZOSMA",14902,"DISORMEGGIO PER PARTENZA",23,"2019-04-21 21:12"
18993,"SYN ZOSMA",14902,"NAVE FUORI VISTA",26,"2019-04-21 21:50"
18995,"MARIETJE NORA",14885,"ANCORAGGIO IN RADA",16,"2019-04-20 22:10"
18995,"MARIETJE NORA",14885,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-20 22:10"
18995,"MARIETJE NORA",14885,"DA RADA A ORMEGGIO",20,"2019-04-21 06:00"
18995,"MARIETJE NORA",14885,"DISORMEGGIO PER PARTENZA",23,"2019-04-26 15:20"
18995,"MARIETJE NORA",14885,"NAVE FUORI VISTA",26,"2019-04-26 16:25"
18996,"HABIP BAYRAK",16432,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-21 03:30"
18996,"HABIP BAYRAK",16432,"DISORMEGGIO PER PARTENZA",23,"2019-04-22 11:07"
18996,"HABIP BAYRAK",16432,"NAVE FUORI VISTA",26,"2019-04-22 11:25"
18996,"HABIP BAYRAK",16432,"NAVE IN ENTRATA",14,"2019-04-21 04:45"
18996,"HABIP BAYRAK",16432,"ORMEGGIO NAVE",17,"2019-04-21 06:00"
18997,"LOUISE BORCHARD",13106,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-21 04:00"
18997,"LOUISE BORCHARD",13106,"DISORMEGGIO PER PARTENZA",23,"2019-04-21 18:18"
18997,"LOUISE BORCHARD",13106,"NAVE FUORI VISTA",26,"2019-04-21 19:20"
18997,"LOUISE BORCHARD",13106,"NAVE IN ENTRATA",14,"2019-04-21 04:40"
18997,"LOUISE BORCHARD",13106,"ORMEGGIO NAVE",17,"2019-04-21 05:48"
18998,"MAHMUD REHIMOV",16433,"ANCORAGGIO IN RADA",16,"2019-04-21 04:30"
18998,"MAHMUD REHIMOV",16433,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-21 04:30"
18998,"MAHMUD REHIMOV",16433,"DA RADA A ORMEGGIO",20,"2019-04-23 05:30"
18998,"MAHMUD REHIMOV",16433,"DISORMEGGIO PER PARTENZA",23,"2019-04-24 15:15"
18998,"MAHMUD REHIMOV",16433,"NAVE FUORI VISTA",26,"2019-04-24 15:45"
18999,"BF PHILIPP",13011,"ANCORAGGIO IN RADA",16,"2019-04-21 01:42"
18999,"BF PHILIPP",13011,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-21 01:24"
18999,"BF PHILIPP",13011,"DA RADA A ORMEGGIO",20,"2019-04-24 05:48"
18999,"BF PHILIPP",13011,"DISORMEGGIO PER PARTENZA",23,"2019-04-24 18:18"
18999,"BF PHILIPP",13011,"NAVE FUORI VISTA",26,"2019-04-24 19:15"
19000,"NEPHEL",16229,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-21 06:20"
19000,"NEPHEL",16229,"DISORMEGGIO PER PARTENZA",23,"2019-04-22 01:20"
19000,"NEPHEL",16229,"NAVE FUORI VISTA",26,"2019-04-22 01:45"
19000,"NEPHEL",16229,"NAVE IN ENTRATA",14,"2019-04-21 08:25"
19000,"NEPHEL",16229,"ORMEGGIO NAVE",17,"2019-04-21 09:10"
19001,"AS CAROLINA",16089,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-21 07:00"
19001,"AS CAROLINA",16089,"DISORMEGGIO PER PARTENZA",23,"2019-04-23 06:45"
19001,"AS CAROLINA",16089,"NAVE FUORI VISTA",26,"2019-04-23 07:50"
19001,"AS CAROLINA",16089,"NAVE IN ENTRATA",14,"2019-04-21 08:20"
19001,"AS CAROLINA",16089,"ORMEGGIO NAVE",17,"2019-04-21 09:30"
19006,"FT STURLA",9808,"ANCORAGGIO IN RADA",16,"2019-04-21 09:30"
19006,"FT STURLA",9808,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-21 09:00"
19006,"FT STURLA",9808,"DA RADA A ORMEGGIO",20,"2019-04-22 05:54"
19006,"FT STURLA",9808,"DISORMEGGIO PER PARTENZA",23,"2019-04-23 13:18"
19006,"FT STURLA",9808,"NAVE FUORI VISTA",26,"2019-04-23 14:20"
19008,"MICHIGAN",15780,"ANCORAGGIO IN RADA",16,"2019-04-21 15:18"
19008,"MICHIGAN",15780,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-21 15:18"
19008,"MICHIGAN",15780,"DA RADA A ORMEGGIO",20,"2019-04-23 05:36"
19008,"MICHIGAN",15780,"DISORMEGGIO PER PARTENZA",23,"2019-04-23 18:12"
19008,"MICHIGAN",15780,"NAVE FUORI VISTA",26,"2019-04-23 19:05"
19012,"MSC MIA SUMMER",15473,"ANCORAGGIO IN RADA",16,"2019-04-21 19:48"
19012,"MSC MIA SUMMER",15473,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-21 19:48"
19012,"MSC MIA SUMMER",15473,"DA RADA A ORMEGGIO",20,"2019-04-22 06:00"
19012,"MSC MIA SUMMER",15473,"DISORMEGGIO PER PARTENZA",23,"2019-04-22 18:18"
19012,"MSC MIA SUMMER",15473,"NAVE FUORI VISTA",26,"2019-04-22 19:25"
19017,"GRANDE SPAGNA",16207,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-21 22:42"
19017,"GRANDE SPAGNA",16207,"DISORMEGGIO PER PARTENZA",23,"2019-04-22 11:07"
19017,"GRANDE SPAGNA",16207,"NAVE FUORI VISTA",26,"2019-04-22 11:45"
19017,"GRANDE SPAGNA",16207,"NAVE IN ENTRATA",14,"2019-04-21 23:15"
19017,"GRANDE SPAGNA",16207,"ORMEGGIO NAVE",17,"2019-04-22 00:50"
19021,"MIKA",13688,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-22 09:00"
19021,"MIKA",13688,"DISORMEGGIO PER PARTENZA",23,"2019-04-24 08:15"
19021,"MIKA",13688,"NAVE FUORI VISTA",26,"2019-04-24 08:45"
19021,"MIKA",13688,"NAVE IN ENTRATA",14,"2019-04-22 09:30"
19021,"MIKA",13688,"ORMEGGIO NAVE",17,"2019-04-22 10:30"
19022,"GULLUK",13056,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-22 09:00"
19022,"GULLUK",13056,"DISORMEGGIO PER PARTENZA",23,"2019-04-24 18:17"
19022,"GULLUK",13056,"NAVE FUORI VISTA",26,"2019-04-24 18:45"
19022,"GULLUK",13056,"NAVE IN ENTRATA",14,"2019-04-22 12:40"
19022,"GULLUK",13056,"ORMEGGIO NAVE",17,"2019-04-22 13:30"
19024,"MAMTA",14050,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-22 12:05"
19024,"MAMTA",14050,"DISORMEGGIO PER PARTENZA",23,"2019-04-24 17:15"
19024,"MAMTA",14050,"NAVE FUORI VISTA",26,"2019-04-24 17:45"
19024,"MAMTA",14050,"NAVE IN ENTRATA",14,"2019-04-22 12:30"
19024,"MAMTA",14050,"ORMEGGIO NAVE",17,"2019-04-22 13:00"
19029,"BRODOSPAS BETA",13730,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-22 13:15"
19029,"BRODOSPAS BETA",13730,"DISORMEGGIO PER PARTENZA",23,"2019-04-24 19:15"
19029,"BRODOSPAS BETA",13730,"NAVE FUORI VISTA",26,"2019-04-24 19:40"
19029,"BRODOSPAS BETA",13730,"NAVE IN ENTRATA",14,"2019-04-22 13:20"
19029,"BRODOSPAS BETA",13730,"ORMEGGIO NAVE",17,"2019-04-22 13:35"
19036,"EPSILON",13952,"ANCORAGGIO IN RADA",16,"2019-04-22 16:20"
19036,"EPSILON",13952,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-22 15:30"
19036,"EPSILON",13952,"DA RADA A ORMEGGIO",20,"2019-04-23 12:00"
19036,"EPSILON",13952,"DISORMEGGIO PER PARTENZA",23,"2019-04-27 06:40"
19036,"EPSILON",13952,"NAVE FUORI VISTA",26,"2019-04-27 07:45"
19037,"BRODOSPAS ALFA",11465,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-22 14:00"
19037,"BRODOSPAS ALFA",11465,"DISORMEGGIO PER PARTENZA",23,"2019-04-24 12:10"
19037,"BRODOSPAS ALFA",11465,"NAVE FUORI VISTA",26,"2019-04-24 12:35"
19037,"BRODOSPAS ALFA",11465,"NAVE IN ENTRATA",14,"2019-04-22 14:30"
19037,"BRODOSPAS ALFA",11465,"ORMEGGIO NAVE",17,"2019-04-22 15:00"
19044,"COMANCHE",16421,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-23 07:00"
19044,"COMANCHE",16421,"DISORMEGGIO PER PARTENZA",23,"2019-04-27 06:50"
19044,"COMANCHE",16421,"NAVE FUORI VISTA",26,"2019-04-27 07:30"
19044,"COMANCHE",16421,"NAVE IN ENTRATA",14,"2019-04-23 08:10"
19044,"COMANCHE",16421,"ORMEGGIO NAVE",17,"2019-04-23 09:30"
19051,"AZOV",16435,"ANCORAGGIO IN RADA",16,"2019-04-23 09:10"
19051,"AZOV",16435,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-23 08:00"
19051,"AZOV",16435,"DA RADA A ORMEGGIO",20,"2019-04-24 08:50"
19051,"AZOV",16435,"DISORMEGGIO PER PARTENZA",23,"2019-04-25 07:10"
19051,"AZOV",16435,"NAVE FUORI VISTA",26,"2019-04-25 07:35"
19058,"SYN ALTAIR",12289,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-23 12:18"
19058,"SYN ALTAIR",12289,"DISORMEGGIO PER PARTENZA",23,"2019-04-24 15:06"
19058,"SYN ALTAIR",12289,"NAVE FUORI VISTA",26,"2019-04-24 15:35"
19058,"SYN ALTAIR",12289,"NAVE IN ENTRATA",14,"2019-04-23 13:20"
19058,"SYN ALTAIR",12289,"ORMEGGIO NAVE",17,"2019-04-23 14:42"
19059,"HABIP BAYRAK",16432,"ANCORAGGIO IN RADA",16,"2019-04-23 12:34"
19059,"HABIP BAYRAK",16432,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-23 12:00"
19059,"HABIP BAYRAK",16432,"DA RADA A ORMEGGIO",20,"2019-04-24 20:30"
19059,"HABIP BAYRAK",16432,"DISORMEGGIO PER PARTENZA",23,"2019-04-26 11:46"
19059,"HABIP BAYRAK",16432,"NAVE FUORI VISTA",26,"2019-04-26 12:05"
19066,"CENTRAL PARK",16434,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-23 18:30"
19066,"CENTRAL PARK",16434,"DISORMEGGIO PER PARTENZA",23,"2019-04-25 01:45"
19066,"CENTRAL PARK",16434,"NAVE FUORI VISTA",26,"2019-04-25 02:00"
19066,"CENTRAL PARK",16434,"NAVE IN ENTRATA",14,"2019-04-23 19:45"
19066,"CENTRAL PARK",16434,"ORMEGGIO NAVE",17,"2019-04-23 21:05"
19068,"MRIYA S",16436,"ANCORAGGIO IN RADA",16,"2019-04-23 22:10"
19068,"MRIYA S",16436,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-23 22:10"
19068,"MRIYA S",16436,"DA RADA A ORMEGGIO",20,"2019-04-24 06:50"
19068,"MRIYA S",16436,"DISORMEGGIO PER PARTENZA",23,"2019-04-26 07:25"
19068,"MRIYA S",16436,"NAVE FUORI VISTA",26,"2019-04-26 08:20"
19069,"SIDER JOY",12045,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-24 06:00"
19069,"SIDER JOY",12045,"DISORMEGGIO PER PARTENZA",23,"2019-04-26 16:45"
19069,"SIDER JOY",12045,"NAVE FUORI VISTA",26,"2019-04-26 17:40"
19069,"SIDER JOY",12045,"NAVE IN ENTRATA",14,"2019-04-24 06:55"
19069,"SIDER JOY",12045,"ORMEGGIO NAVE",17,"2019-04-24 08:00"
19070,"VELA I",14910,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-24 06:20"
19070,"VELA I",14910,"DISORMEGGIO PER PARTENZA",23,"2019-04-25 10:15"
19070,"VELA I",14910,"NAVE FUORI VISTA",26,"2019-04-25 11:05"
19070,"VELA I",14910,"NAVE IN ENTRATA",14,"2019-04-24 08:15"
19070,"VELA I",14910,"ORMEGGIO NAVE",17,"2019-04-24 09:25"
19071,"THOR INDEPENDENCE",16438,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-24 04:24"
19071,"THOR INDEPENDENCE",16438,"DISORMEGGIO PER PARTENZA",23,"2019-04-29 21:05"
19071,"THOR INDEPENDENCE",16438,"NAVE FUORI VISTA",26,"2019-04-29 21:40"
19071,"THOR INDEPENDENCE",16438,"NAVE IN ENTRATA",14,"2019-04-24 07:05"
19071,"THOR INDEPENDENCE",16438,"ORMEGGIO NAVE",17,"2019-04-24 08:00"
19072,"MATTEO BR",14245,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-24 00:30"
19072,"MATTEO BR",14245,"DISORMEGGIO PER PARTENZA",23,"2019-04-26 15:46"
19072,"MATTEO BR",14245,"NAVE FUORI VISTA",26,"2019-04-26 16:30"
19072,"MATTEO BR",14245,"NAVE IN ENTRATA",14,"2019-04-24 12:10"
19072,"MATTEO BR",14245,"ORMEGGIO NAVE",17,"2019-04-24 13:10"
19082,"MIA",13200,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-24 11:55"
19082,"MIA",13200,"DISORMEGGIO PER PARTENZA",23,"2019-04-30 19:57"
19082,"MIA",13200,"NAVE FUORI VISTA",26,"2019-04-30 20:40"
19082,"MIA",13200,"NAVE IN ENTRATA",14,"2019-04-24 13:45"
19082,"MIA",13200,"ORMEGGIO NAVE",17,"2019-04-24 14:50"
19094,"ATLANTIS ARACELI",16134,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-25 06:00"
19094,"ATLANTIS ARACELI",16134,"DISORMEGGIO PER PARTENZA",23,"2019-04-28 12:10"
19094,"ATLANTIS ARACELI",16134,"NAVE FUORI VISTA",26,"2019-04-28 12:50"
19094,"ATLANTIS ARACELI",16134,"NAVE IN ENTRATA",14,"2019-04-25 06:55"
19094,"ATLANTIS ARACELI",16134,"ORMEGGIO NAVE",17,"2019-04-25 08:00"
19095,"CRISTIN",14034,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-25 05:30"
19095,"CRISTIN",14034,"DISORMEGGIO PER PARTENZA",23,"2019-04-29 23:20"
19095,"CRISTIN",14034,"NAVE FUORI VISTA",26,"2019-04-29 23:50"
19095,"CRISTIN",14034,"NAVE IN ENTRATA",14,"2019-04-25 08:10"
19095,"CRISTIN",14034,"ORMEGGIO NAVE",17,"2019-04-25 09:05"
19096,"MSC MASHA 3",15542,"ANCORAGGIO IN RADA",16,"2019-04-25 06:00"
19096,"MSC MASHA 3",15542,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-25 04:54"
19096,"MSC MASHA 3",15542,"DA RADA A ORMEGGIO",20,"2019-04-25 22:30"
19096,"MSC MASHA 3",15542,"DISORMEGGIO PER PARTENZA",23,"2019-04-26 20:14"
19096,"MSC MASHA 3",15542,"NAVE FUORI VISTA",26,"2019-04-26 21:05"
19098,"PGC TAORMINA",14349,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-25 06:48"
19098,"PGC TAORMINA",14349,"DISORMEGGIO PER PARTENZA",23,"2019-04-26 14:00"
19098,"PGC TAORMINA",14349,"NAVE FUORI VISTA",26,"2019-04-26 14:50"
19098,"PGC TAORMINA",14349,"NAVE IN ENTRATA",14,"2019-04-25 08:50"
19098,"PGC TAORMINA",14349,"ORMEGGIO NAVE",17,"2019-04-25 09:54"
19100,"RITA BR",12279,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-25 11:00"
19100,"RITA BR",12279,"DISORMEGGIO PER PARTENZA",23,"2019-04-29 11:44"
19100,"RITA BR",12279,"NAVE FUORI VISTA",26,"2019-04-29 12:35"
19100,"RITA BR",12279,"NAVE IN ENTRATA",14,"2019-04-25 11:35"
19100,"RITA BR",12279,"ORMEGGIO NAVE",17,"2019-04-25 12:24"
19101,"EUROCARGO CATANIA",11208,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-25 10:30"
19101,"EUROCARGO CATANIA",11208,"DISORMEGGIO PER PARTENZA",23,"2019-04-25 21:00"
19101,"EUROCARGO CATANIA",11208,"NAVE FUORI VISTA",26,"2019-04-25 21:30"
19101,"EUROCARGO CATANIA",11208,"NAVE IN ENTRATA",14,"2019-04-25 10:40"
19101,"EUROCARGO CATANIA",11208,"ORMEGGIO NAVE",17,"2019-04-25 11:20"
19102,"MECHTA S",16444,"ANCORAGGIO IN RADA",16,"2019-04-25 11:30"
19102,"MECHTA S",16444,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-25 11:30"
19102,"MECHTA S",16444,"DA RADA A ORMEGGIO",20,"2019-04-26 07:40"
19102,"MECHTA S",16444,"DISORMEGGIO PER PARTENZA",23,"2019-04-29 13:45"
19102,"MECHTA S",16444,"NAVE FUORI VISTA",26,"2019-04-29 14:45"
19103,"USICHEM",14569,"ANCORAGGIO IN RADA",16,"2019-04-25 12:00"
19103,"USICHEM",14569,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-25 11:45"
19103,"USICHEM",14569,"DA RADA A ORMEGGIO",20,"2019-04-26 07:35"
19103,"USICHEM",14569,"DISORMEGGIO PER PARTENZA",23,"2019-04-30 01:00"
19103,"USICHEM",14569,"NAVE FUORI VISTA",26,"2019-04-30 01:25"
19105,"MINERVA GRACE",16445,"ANCORAGGIO IN RADA",16,"2019-04-25 13:18"
19105,"MINERVA GRACE",16445,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-25 13:18"
19105,"MINERVA GRACE",16445,"DA RADA A ORMEGGIO",20,"2019-04-26 17:36"
19105,"MINERVA GRACE",16445,"DISORMEGGIO PER PARTENZA",23,"2019-04-28 02:18"
19105,"MINERVA GRACE",16445,"NAVE FUORI VISTA",26,"2019-04-28 03:00"
19112,"LIPARI M",12730,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-25 19:00"
19112,"LIPARI M",12730,"DISORMEGGIO PER PARTENZA",23,"2019-04-26 17:42"
19112,"LIPARI M",12730,"NAVE FUORI VISTA",26,"2019-04-26 18:20"
19112,"LIPARI M",12730,"NAVE IN ENTRATA",14,"2019-04-25 19:25"
19112,"LIPARI M",12730,"ORMEGGIO NAVE",17,"2019-04-25 20:42"
19114,"AS ROSALIA",16446,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-26 04:00"
19114,"AS ROSALIA",16446,"DISORMEGGIO PER PARTENZA",23,"2019-04-26 18:36"
19114,"AS ROSALIA",16446,"NAVE FUORI VISTA",26,"2019-04-26 19:35"
19114,"AS ROSALIA",16446,"NAVE IN ENTRATA",14,"2019-04-26 04:30"
19114,"AS ROSALIA",16446,"ORMEGGIO NAVE",17,"2019-04-26 06:00"
19115,"CHEM BULLDOG",14487,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-26 03:18"
19115,"CHEM BULLDOG",14487,"DISORMEGGIO PER PARTENZA",23,"2019-04-27 01:12"
19115,"CHEM BULLDOG",14487,"NAVE FUORI VISTA",26,"2019-04-27 01:40"
19115,"CHEM BULLDOG",14487,"NAVE IN ENTRATA",14,"2019-04-26 07:05"
19115,"CHEM BULLDOG",14487,"ORMEGGIO NAVE",17,"2019-04-26 08:00"
19116,"BBC ELBE",13422,"ANCORAGGIO IN RADA",16,"2019-04-26 05:54"
19116,"BBC ELBE",13422,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-26 05:30"
19116,"BBC ELBE",13422,"DA RADA A ORMEGGIO",20,"2019-05-02 05:42"
19116,"BBC ELBE",13422,"DISORMEGGIO PER PARTENZA",23,"2019-05-07 13:09"
19116,"BBC ELBE",13422,"NAVE FUORI VISTA",26,"2019-05-07 14:05"
19117,"BERGFJORD",13107,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-26 05:30"
19117,"BERGFJORD",13107,"DISORMEGGIO PER PARTENZA",23,"2019-04-26 18:45"
19117,"BERGFJORD",13107,"NAVE FUORI VISTA",26,"2019-04-26 19:25"
19117,"BERGFJORD",13107,"NAVE IN ENTRATA",14,"2019-04-26 06:50"
19117,"BERGFJORD",13107,"ORMEGGIO NAVE",17,"2019-04-26 07:54"
19118,"DIMITRIS S",15141,"ANCORAGGIO IN RADA",16,"2019-04-26 04:42"
19118,"DIMITRIS S",15141,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-26 04:00"
19118,"DIMITRIS S",15141,"DA RADA A ORMEGGIO",20,"2019-04-27 07:58"
