14719,"EUROCARGO CATANIA",11208,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-11-29 12:30"
14719,"EUROCARGO CATANIA",11208,"DISORMEGGIO PER PARTENZA",23,"2018-11-29 22:35"
14719,"EUROCARGO CATANIA",11208,"NAVE FUORI VISTA",26,"2018-11-29 23:00"
14719,"EUROCARGO CATANIA",11208,"NAVE IN ENTRATA",14,"2018-11-29 12:55"
14719,"EUROCARGO CATANIA",11208,"ORMEGGIO NAVE",17,"2018-11-29 13:45"
14720,"MANDRAGA",14956,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-11-29 16:00"
14720,"MANDRAGA",14956,"DISORMEGGIO PER PARTENZA",23,"2018-11-30 21:30"
14720,"MANDRAGA",14956,"NAVE FUORI VISTA",26,"2018-11-30 21:55"
14720,"MANDRAGA",14956,"NAVE IN ENTRATA",14,"2018-11-29 17:20"
14720,"MANDRAGA",14956,"ORMEGGIO NAVE",17,"2018-11-29 18:05"
14722,"BBC SAPPHIRE",15875,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-11-29 18:30"
14722,"BBC SAPPHIRE",15875,"DISORMEGGIO PER PARTENZA",23,"2018-12-08 08:30"
14722,"BBC SAPPHIRE",15875,"NAVE FUORI VISTA",26,"2018-12-08 09:30"
14722,"BBC SAPPHIRE",15875,"NAVE IN ENTRATA",14,"2018-11-29 19:40"
14722,"BBC SAPPHIRE",15875,"ORMEGGIO NAVE",17,"2018-11-29 20:40"
14725,"SPES",13236,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-11-29 19:30"
14725,"SPES",13236,"DISORMEGGIO PER PARTENZA",23,"2018-11-30 11:24"
14725,"SPES",13236,"NAVE FUORI VISTA",26,"2018-11-30 12:05"
14725,"SPES",13236,"NAVE IN ENTRATA",14,"2018-11-29 21:05"
14725,"SPES",13236,"ORMEGGIO NAVE",17,"2018-11-29 22:30"
14735,"RAFAELO",14709,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-11-30 04:30"
14735,"RAFAELO",14709,"DISORMEGGIO PER PARTENZA",23,"2018-12-01 09:04"
14735,"RAFAELO",14709,"NAVE FUORI VISTA",26,"2018-12-01 09:35"
14735,"RAFAELO",14709,"NAVE IN ENTRATA",14,"2018-11-30 08:10"
14735,"RAFAELO",14709,"ORMEGGIO NAVE",17,"2018-11-30 08:58"
14736,"SOLARIS",15877,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-11-30 06:00"
14736,"SOLARIS",15877,"DISORMEGGIO PER PARTENZA",23,"2018-11-30 12:50"
14736,"SOLARIS",15877,"NAVE FUORI VISTA",26,"2018-11-30 14:05"
14736,"SOLARIS",15877,"NAVE IN ENTRATA",14,"2018-11-30 06:45"
14736,"SOLARIS",15877,"ORMEGGIO NAVE",17,"2018-11-30 07:30"
14737,"MSC HANNAH",13332,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-11-30 06:42"
14737,"MSC HANNAH",13332,"DISORMEGGIO PER PARTENZA",23,"2018-11-30 16:24"
14737,"MSC HANNAH",13332,"NAVE FUORI VISTA",26,"2018-11-30 17:45"
14737,"MSC HANNAH",13332,"NAVE IN ENTRATA",14,"2018-11-30 07:05"
14737,"MSC HANNAH",13332,"ORMEGGIO NAVE",17,"2018-11-30 08:12"
14738,"MED DIECI",10136,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-11-30 06:30"
14738,"MED DIECI",10136,"DISORMEGGIO PER PARTENZA",23,"2018-11-30 19:40"
14738,"MED DIECI",10136,"NAVE FUORI VISTA",26,"2018-11-30 20:00"
14738,"MED DIECI",10136,"NAVE IN ENTRATA",14,"2018-11-30 06:50"
14738,"MED DIECI",10136,"ORMEGGIO NAVE",17,"2018-11-30 07:10"
14739,"UNI-PHOENIX",13059,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-11-30 03:48"
14739,"UNI-PHOENIX",13059,"DISORMEGGIO PER PARTENZA",23,"2018-12-01 01:40"
14739,"UNI-PHOENIX",13059,"NAVE FUORI VISTA",26,"2018-12-01 03:00"
14739,"UNI-PHOENIX",13059,"NAVE IN ENTRATA",14,"2018-11-30 11:20"
14739,"UNI-PHOENIX",13059,"ORMEGGIO NAVE",17,"2018-11-30 12:24"
14740,"GABDULLA TUKAY",13954,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-11-30 07:00"
14740,"GABDULLA TUKAY",13954,"DISORMEGGIO PER PARTENZA",23,"2018-12-04 13:15"
14740,"GABDULLA TUKAY",13954,"NAVE FUORI VISTA",26,"2018-12-04 14:00"
14740,"GABDULLA TUKAY",13954,"NAVE IN ENTRATA",14,"2018-11-30 08:20"
14740,"GABDULLA TUKAY",13954,"ORMEGGIO NAVE",17,"2018-11-30 09:30"
14748,"SIDER JOY",12045,"ANCORAGGIO IN RADA",16,"2018-11-30 10:12"
14748,"SIDER JOY",12045,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-11-30 10:12"
14748,"SIDER JOY",12045,"DA RADA A ORMEGGIO",20,"2018-12-03 07:36"
14748,"SIDER JOY",12045,"DISORMEGGIO PER PARTENZA",23,"2018-12-04 17:00"
14748,"SIDER JOY",12045,"NAVE FUORI VISTA",26,"2018-12-04 17:35"
14756,"MOVEON",15878,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-11-30 14:00"
14756,"MOVEON",15878,"DISORMEGGIO PER PARTENZA",23,"2018-11-30 22:54"
14756,"MOVEON",15878,"NAVE FUORI VISTA",26,"2018-11-30 23:45"
14756,"MOVEON",15878,"NAVE IN ENTRATA",14,"2018-11-30 14:25"
14756,"MOVEON",15878,"ORMEGGIO NAVE",17,"2018-11-30 15:24"
14776,"NAVIN FALCON",14073,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-11-30 23:55"
14776,"NAVIN FALCON",14073,"DISORMEGGIO PER PARTENZA",23,"2018-12-02 06:45"
14776,"NAVIN FALCON",14073,"NAVE FUORI VISTA",26,"2018-12-02 07:15"
14776,"NAVIN FALCON",14073,"NAVE IN ENTRATA",14,"2018-12-01 00:25"
14776,"NAVIN FALCON",14073,"ORMEGGIO NAVE",17,"2018-12-01 01:10"
14777,"ANA",14785,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-01 05:00"
14777,"ANA",14785,"DISORMEGGIO PER PARTENZA",23,"2018-12-01 21:00"
14777,"ANA",14785,"NAVE FUORI VISTA",26,"2018-12-01 21:40"
14777,"ANA",14785,"NAVE IN ENTRATA",14,"2018-12-01 06:50"
14777,"ANA",14785,"ORMEGGIO NAVE",17,"2018-12-01 07:50"
14778,"MSC RHIANNON",13386,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-01 05:00"
14778,"MSC RHIANNON",13386,"DISORMEGGIO PER PARTENZA",23,"2018-12-02 06:54"
14778,"MSC RHIANNON",13386,"NAVE FUORI VISTA",26,"2018-12-02 08:10"
14778,"MSC RHIANNON",13386,"NAVE IN ENTRATA",14,"2018-12-01 06:55"
14778,"MSC RHIANNON",13386,"ORMEGGIO NAVE",17,"2018-12-01 08:00"
14779,"VOS CHABLIS",14270,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-01 07:45"
14779,"VOS CHABLIS",14270,"DISORMEGGIO PER PARTENZA",23,"2018-12-04 19:20"
14779,"VOS CHABLIS",14270,"NAVE FUORI VISTA",26,"2018-12-04 19:55"
14779,"VOS CHABLIS",14270,"NAVE IN ENTRATA",14,"2018-12-01 08:05"
14779,"VOS CHABLIS",14270,"ORMEGGIO NAVE",17,"2018-12-01 08:30"
14781,"AGIOS RAFAIL",15659,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-01 06:00"
14781,"AGIOS RAFAIL",15659,"DISORMEGGIO PER PARTENZA",23,"2018-12-01 18:20"
14781,"AGIOS RAFAIL",15659,"NAVE FUORI VISTA",26,"2018-12-01 19:10"
14781,"AGIOS RAFAIL",15659,"NAVE IN ENTRATA",14,"2018-12-01 06:45"
14781,"AGIOS RAFAIL",15659,"ORMEGGIO NAVE",17,"2018-12-01 07:54"
14789,"SYN ALTAIR",12289,"ANCORAGGIO IN RADA",16,"2018-12-01 12:00"
14789,"SYN ALTAIR",12289,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-01 11:30"
14789,"SYN ALTAIR",12289,"DA RADA A ORMEGGIO",20,"2018-12-03 07:00"
14789,"SYN ALTAIR",12289,"DISORMEGGIO PER PARTENZA",23,"2018-12-04 23:55"
14789,"SYN ALTAIR",12289,"NAVE FUORI VISTA",26,"2018-12-05 00:30"
14794,"VOS CHAMPAGNE",15324,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-01 16:30"
14794,"VOS CHAMPAGNE",15324,"DA ORMEGGIO A ORMEGGIO",18,"2018-12-04 15:25"
14794,"VOS CHAMPAGNE",15324,"DA ORMEGGIO A RADA",19,"2019-02-12 09:00"
14794,"VOS CHAMPAGNE",15324,"DA RADA A ORMEGGIO",20,"2019-02-12 16:00"
14794,"VOS CHAMPAGNE",15324,"DISORMEGGIO PER PARTENZA",23,"2019-02-26 07:10"
14794,"VOS CHAMPAGNE",15324,"NAVE FUORI VISTA",26,"2019-02-26 07:55"
14794,"VOS CHAMPAGNE",15324,"NAVE IN ENTRATA",14,"2018-12-01 16:50"
14794,"VOS CHAMPAGNE",15324,"ORMEGGIO NAVE",17,"2018-12-01 17:30"
14795,"DOST 1",13973,"ANCORAGGIO IN RADA",16,"2018-12-01 17:00"
14795,"DOST 1",13973,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-01 16:30"
14795,"DOST 1",13973,"DA RADA A ORMEGGIO",20,"2018-12-03 08:55"
14795,"DOST 1",13973,"DISORMEGGIO PER PARTENZA",23,"2018-12-06 00:05"
14795,"DOST 1",13973,"NAVE FUORI VISTA",26,"2018-12-06 00:45"
14799,"DUZGIT DIGNITY",15886,"ANCORAGGIO IN RADA",16,"2018-12-01 18:48"
14799,"DUZGIT DIGNITY",15886,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-01 18:24"
14799,"DUZGIT DIGNITY",15886,"DA ORMEGGIO A RADA",19,"2018-12-04 03:05"
14799,"DUZGIT DIGNITY",15886,"DA RADA A ORMEGGIO",20,"2018-12-02 08:00"
14799,"DUZGIT DIGNITY",15886,"DA RADA A ORMEGGIO",20,"2018-12-05 08:25"
14799,"DUZGIT DIGNITY",15886,"DISORMEGGIO PER PARTENZA",23,"2018-12-06 13:20"
14799,"DUZGIT DIGNITY",15886,"NAVE FUORI VISTA",26,"2018-12-06 13:35"
14800,"NATALIA A",13749,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-01 18:40"
14800,"NATALIA A",13749,"DISORMEGGIO PER PARTENZA",23,"2018-12-02 06:40"
14800,"NATALIA A",13749,"NAVE FUORI VISTA",26,"2018-12-02 07:25"
14800,"NATALIA A",13749,"NAVE IN ENTRATA",14,"2018-12-01 19:25"
14800,"NATALIA A",13749,"ORMEGGIO NAVE",17,"2018-12-01 20:45"
14804,"EUROCARGO SICILIA",10955,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-01 19:00"
14804,"EUROCARGO SICILIA",10955,"DISORMEGGIO PER PARTENZA",23,"2018-12-02 10:40"
14804,"EUROCARGO SICILIA",10955,"NAVE FUORI VISTA",26,"2018-12-02 11:00"
14804,"EUROCARGO SICILIA",10955,"NAVE IN ENTRATA",14,"2018-12-01 19:30"
14804,"EUROCARGO SICILIA",10955,"ORMEGGIO NAVE",17,"2018-12-01 20:25"
14805,"FT NERVI",12011,"ANCORAGGIO IN RADA",16,"2018-12-01 21:24"
14805,"FT NERVI",12011,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-01 21:24"
14805,"FT NERVI",12011,"DA ORMEGGIO A RADA",19,"2018-12-03 02:36"
14805,"FT NERVI",12011,"DA RADA A ORMEGGIO",20,"2018-12-02 06:42"
14805,"FT NERVI",12011,"DA RADA A ORMEGGIO",20,"2018-12-04 17:30"
14805,"FT NERVI",12011,"DISORMEGGIO PER PARTENZA",23,"2018-12-05 17:18"
14805,"FT NERVI",12011,"NAVE FUORI VISTA",26,"2018-12-05 17:40"
14806,"LEILA H",15890,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-02 00:15"
14806,"LEILA H",15890,"DA ORMEGGIO A ORMEGGIO",18,"2018-12-07 16:22"
14806,"LEILA H",15890,"DISORMEGGIO PER PARTENZA",23,"2018-12-18 15:05"
14806,"LEILA H",15890,"NAVE FUORI VISTA",26,"2018-12-18 15:40"
14806,"LEILA H",15890,"NAVE IN ENTRATA",14,"2018-12-02 00:40"
14806,"LEILA H",15890,"ORMEGGIO NAVE",17,"2018-12-02 01:40"
14807,"VELSERDIJK",15891,"ANCORAGGIO IN RADA",16,"2018-12-02 00:25"
14807,"VELSERDIJK",15891,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-02 00:25"
14807,"VELSERDIJK",15891,"DA RADA A ORMEGGIO",20,"2018-12-03 05:20"
14807,"VELSERDIJK",15891,"DISORMEGGIO PER PARTENZA",23,"2018-12-03 19:35"
14807,"VELSERDIJK",15891,"NAVE FUORI VISTA",26,"2018-12-03 19:50"
14808,"LUCY BORCHARD",13230,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-02 04:45"
14808,"LUCY BORCHARD",13230,"DISORMEGGIO PER PARTENZA",23,"2018-12-02 20:14"
14808,"LUCY BORCHARD",13230,"NAVE FUORI VISTA",26,"2018-12-02 21:15"
14808,"LUCY BORCHARD",13230,"NAVE IN ENTRATA",14,"2018-12-02 05:15"
14808,"LUCY BORCHARD",13230,"ORMEGGIO NAVE",17,"2018-12-02 06:05"
14816,"ATLAS WAVE",15892,"ANCORAGGIO IN RADA",16,"2018-12-02 09:00"
14816,"ATLAS WAVE",15892,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-02 09:00"
14816,"ATLAS WAVE",15892,"DA RADA A ORMEGGIO",20,"2018-12-03 07:00"
14816,"ATLAS WAVE",15892,"DISORMEGGIO PER PARTENZA",23,"2018-12-03 17:56"
14816,"ATLAS WAVE",15892,"NAVE FUORI VISTA",26,"2018-12-03 18:40"
14821,"CORONA BOREALE",12497,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-02 14:30"
14821,"CORONA BOREALE",12497,"DA ORMEGGIO A ORMEGGIO",18,"2018-12-03 05:00"
14821,"CORONA BOREALE",12497,"DISORMEGGIO PER PARTENZA",23,"2018-12-03 19:48"
14821,"CORONA BOREALE",12497,"NAVE FUORI VISTA",26,"2018-12-03 20:45"
14821,"CORONA BOREALE",12497,"NAVE IN ENTRATA",14,"2018-12-02 14:55"
14821,"CORONA BOREALE",12497,"ORMEGGIO NAVE",17,"2018-12-02 16:00"
14822,"TAURI",13051,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-02 14:30"
14822,"TAURI",13051,"DA ORMEGGIO A ORMEGGIO",18,"2018-12-03 05:00"
14822,"TAURI",13051,"DISORMEGGIO PER PARTENZA",23,"2018-12-03 19:48"
14822,"TAURI",13051,"NAVE FUORI VISTA",26,"2018-12-03 20:45"
14822,"TAURI",13051,"NAVE IN ENTRATA",14,"2018-12-02 14:55"
14822,"TAURI",13051,"ORMEGGIO NAVE",17,"2018-12-02 16:00"
14823,"FALSTRIA SWAN",15817,"ANCORAGGIO IN RADA",16,"2018-12-02 14:15"
14823,"FALSTRIA SWAN",15817,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-02 14:00"
14823,"FALSTRIA SWAN",15817,"DA RADA A ORMEGGIO",20,"2018-12-03 10:30"
14823,"FALSTRIA SWAN",15817,"DISORMEGGIO PER PARTENZA",23,"2018-12-04 16:35"
14823,"FALSTRIA SWAN",15817,"NAVE FUORI VISTA",26,"2018-12-04 16:55"
14824,"DVINA",13979,"ANCORAGGIO IN RADA",16,"2018-12-02 16:30"
14824,"DVINA",13979,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-02 16:30"
14824,"DVINA",13979,"DA RADA A ORMEGGIO",20,"2018-12-03 09:00"
14824,"DVINA",13979,"DISORMEGGIO PER PARTENZA",23,"2018-12-05 12:55"
14824,"DVINA",13979,"NAVE FUORI VISTA",26,"2018-12-05 13:45"
14827,"IASOS",14159,"ANCORAGGIO IN RADA",16,"2018-12-02 17:00"
14827,"IASOS",14159,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-02 16:15"
14827,"IASOS",14159,"DA RADA A ORMEGGIO",20,"2018-12-03 06:15"
14827,"IASOS",14159,"DISORMEGGIO PER PARTENZA",23,"2018-12-06 06:45"
14827,"IASOS",14159,"NAVE FUORI VISTA",26,"2018-12-06 07:15"
14835,"VOLGO-BALT 216",15893,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-03 00:25"
14835,"VOLGO-BALT 216",15893,"DISORMEGGIO PER PARTENZA",23,"2018-12-04 11:50"
14835,"VOLGO-BALT 216",15893,"NAVE FUORI VISTA",26,"2018-12-04 12:25"
14835,"VOLGO-BALT 216",15893,"NAVE IN ENTRATA",14,"2018-12-03 08:20"
14835,"VOLGO-BALT 216",15893,"ORMEGGIO NAVE",17,"2018-12-03 09:15"
14836,"MARYLAND",13231,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-03 05:00"
14836,"MARYLAND",13231,"DA ORMEGGIO A ORMEGGIO",18,"2018-12-04 07:00"
14836,"MARYLAND",13231,"DISORMEGGIO PER PARTENZA",23,"2018-12-07 06:50"
14836,"MARYLAND",13231,"NAVE FUORI VISTA",26,"2018-12-07 07:50"
14836,"MARYLAND",13231,"NAVE IN ENTRATA",14,"2018-12-03 11:10"
14836,"MARYLAND",13231,"ORMEGGIO NAVE",17,"2018-12-03 12:00"
14837,"MARIKANA",15110,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-03 05:35"
14837,"MARIKANA",15110,"DISORMEGGIO PER PARTENZA",23,"2018-12-05 13:08"
14837,"MARIKANA",15110,"NAVE FUORI VISTA",26,"2018-12-05 14:00"
14837,"MARIKANA",15110,"NAVE IN ENTRATA",14,"2018-12-03 11:20"
14837,"MARIKANA",15110,"ORMEGGIO NAVE",17,"2018-12-03 12:42"
14839,"MSC LEA",13030,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-02 23:00"
14839,"MSC LEA",13030,"DISORMEGGIO PER PARTENZA",23,"2018-12-03 17:08"
14839,"MSC LEA",13030,"NAVE FUORI VISTA",26,"2018-12-03 18:15"
14839,"MSC LEA",13030,"NAVE IN ENTRATA",14,"2018-12-03 07:15"
14839,"MSC LEA",13030,"ORMEGGIO NAVE",17,"2018-12-03 08:18"
14840,"BRODOSPAS BETA",13730,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-03 06:30"
14840,"BRODOSPAS BETA",13730,"DISORMEGGIO PER PARTENZA",23,"2018-12-03 18:40"
14840,"BRODOSPAS BETA",13730,"NAVE FUORI VISTA",26,"2018-12-03 19:00"
14840,"BRODOSPAS BETA",13730,"NAVE IN ENTRATA",14,"2018-12-03 07:05"
14840,"BRODOSPAS BETA",13730,"ORMEGGIO NAVE",17,"2018-12-03 07:25"
14841,"BERGFJORD",13107,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-03 00:10"
14841,"BERGFJORD",13107,"DISORMEGGIO PER PARTENZA",23,"2018-12-04 08:25"
14841,"BERGFJORD",13107,"NAVE FUORI VISTA",26,"2018-12-04 08:50"
14841,"BERGFJORD",13107,"NAVE IN ENTRATA",14,"2018-12-03 07:00"
14841,"BERGFJORD",13107,"ORMEGGIO NAVE",17,"2018-12-03 07:55"
14844,"BRODOSPAS ALFA",11465,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-03 07:30"
14844,"BRODOSPAS ALFA",11465,"DISORMEGGIO PER PARTENZA",23,"2018-12-03 18:50"
14844,"BRODOSPAS ALFA",11465,"NAVE FUORI VISTA",26,"2018-12-03 19:05"
14844,"BRODOSPAS ALFA",11465,"NAVE IN ENTRATA",14,"2018-12-03 07:55"
14844,"BRODOSPAS ALFA",11465,"ORMEGGIO NAVE",17,"2018-12-03 08:25"
14862,"LONE STAR",15894,"ANCORAGGIO IN RADA",16,"2018-12-03 19:48"
14862,"LONE STAR",15894,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-03 19:48"
14862,"LONE STAR",15894,"DA RADA A ORMEGGIO",20,"2018-12-04 09:00"
14862,"LONE STAR",15894,"DISORMEGGIO PER PARTENZA",23,"2018-12-07 06:45"
14862,"LONE STAR",15894,"NAVE FUORI VISTA",26,"2018-12-07 07:40"
14871,"SU",13109,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-04 06:00"
14871,"SU",13109,"DISORMEGGIO PER PARTENZA",23,"2018-12-06 19:05"
14871,"SU",13109,"NAVE FUORI VISTA",26,"2018-12-06 20:05"
14871,"SU",13109,"NAVE IN ENTRATA",14,"2018-12-04 07:10"
14871,"SU",13109,"ORMEGGIO NAVE",17,"2018-12-04 07:55"
14873,"AGIOS RAFAIL",15659,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-04 06:30"
14873,"AGIOS RAFAIL",15659,"DISORMEGGIO PER PARTENZA",23,"2018-12-04 18:15"
14873,"AGIOS RAFAIL",15659,"NAVE FUORI VISTA",26,"2018-12-04 19:00"
14873,"AGIOS RAFAIL",15659,"NAVE IN ENTRATA",14,"2018-12-04 06:55"
14873,"AGIOS RAFAIL",15659,"ORMEGGIO NAVE",17,"2018-12-04 08:24"
14874,"MED DIECI",10136,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-04 06:40"
14874,"MED DIECI",10136,"DISORMEGGIO PER PARTENZA",23,"2018-12-04 17:30"
14874,"MED DIECI",10136,"NAVE FUORI VISTA",26,"2018-12-04 17:45"
14874,"MED DIECI",10136,"NAVE IN ENTRATA",14,"2018-12-04 06:50"
14874,"MED DIECI",10136,"ORMEGGIO NAVE",17,"2018-12-04 07:20"
14875,"NURI SONAY",14525,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-04 07:00"
14875,"NURI SONAY",14525,"DISORMEGGIO PER PARTENZA",23,"2018-12-05 16:50"
14875,"NURI SONAY",14525,"NAVE FUORI VISTA",26,"2018-12-05 17:35"
14875,"NURI SONAY",14525,"NAVE IN ENTRATA",14,"2018-12-04 09:25"
14875,"NURI SONAY",14525,"ORMEGGIO NAVE",17,"2018-12-04 10:15"
14876,"MANDO",13034,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-04 07:30"
14876,"MANDO",13034,"DISORMEGGIO PER PARTENZA",23,"2018-12-04 17:36"
14876,"MANDO",13034,"NAVE FUORI VISTA",26,"2018-12-04 18:55"
14876,"MANDO",13034,"NAVE IN ENTRATA",14,"2018-12-04 07:50"
14876,"MANDO",13034,"ORMEGGIO NAVE",17,"2018-12-04 08:45"
14878,"EUROCARGO CATANIA",11208,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-04 08:00"
14878,"EUROCARGO CATANIA",11208,"DISORMEGGIO PER PARTENZA",23,"2018-12-04 20:10"
14878,"EUROCARGO CATANIA",11208,"NAVE FUORI VISTA",26,"2018-12-04 20:40"
14878,"EUROCARGO CATANIA",11208,"NAVE IN ENTRATA",14,"2018-12-04 08:15"
14878,"EUROCARGO CATANIA",11208,"ORMEGGIO NAVE",17,"2018-12-04 09:00"
14882,"EMEK S",15895,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-04 12:30"
14882,"EMEK S",15895,"DISORMEGGIO PER PARTENZA",23,"2018-12-06 15:47"
14882,"EMEK S",15895,"NAVE FUORI VISTA",26,"2018-12-06 16:15"
14882,"EMEK S",15895,"NAVE IN ENTRATA",14,"2018-12-04 13:05"
14882,"EMEK S",15895,"ORMEGGIO NAVE",17,"2018-12-04 13:45"
14886,"BF PHILIPP",13011,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-04 15:36"
14886,"BF PHILIPP",13011,"DISORMEGGIO PER PARTENZA",23,"2018-12-05 08:18"
14886,"BF PHILIPP",13011,"NAVE FUORI VISTA",26,"2018-12-05 09:05"
14886,"BF PHILIPP",13011,"NAVE IN ENTRATA",14,"2018-12-04 16:10"
14886,"BF PHILIPP",13011,"ORMEGGIO NAVE",17,"2018-12-04 17:00"
14893,"VANESSA OLDENDORFF",15112,"ANCORAGGIO IN RADA",16,"2018-12-04 18:30"
14893,"VANESSA OLDENDORFF",15112,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-04 18:30"
14893,"VANESSA OLDENDORFF",15112,"DA RADA A ORMEGGIO",20,"2018-12-05 09:12"
14893,"VANESSA OLDENDORFF",15112,"DISORMEGGIO PER PARTENZA",23,"2018-12-08 03:42"
14893,"VANESSA OLDENDORFF",15112,"NAVE FUORI VISTA",26,"2018-12-08 04:25"
14895,"DVINA GULF",15826,"ANCORAGGIO IN RADA",16,"2018-12-04 19:42"
14895,"DVINA GULF",15826,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-04 19:30"
14895,"DVINA GULF",15826,"DA ORMEGGIO A RADA",19,"2018-12-06 12:48"
14895,"DVINA GULF",15826,"DA RADA A ORMEGGIO",20,"2018-12-05 09:42"
14895,"DVINA GULF",15826,"NAVE FUORI VISTA",26,"2018-12-07 14:00"
14895,"DVINA GULF",15826,"PARTENZA DA RADA",25,"2018-12-07 13:36"
14896,"ODOARDO AMORETTI",13945,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-04 19:00"
14896,"ODOARDO AMORETTI",13945,"DISORMEGGIO PER PARTENZA",23,"2018-12-05 13:00"
14896,"ODOARDO AMORETTI",13945,"NAVE FUORI VISTA",26,"2018-12-05 13:55"
14896,"ODOARDO AMORETTI",13945,"NAVE IN ENTRATA",14,"2018-12-04 19:25"
14896,"ODOARDO AMORETTI",13945,"ORMEGGIO NAVE",17,"2018-12-04 20:42"
14903,"ZELIHA K",13974,"ANCORAGGIO IN RADA",16,"2018-12-05 00:15"
14903,"ZELIHA K",13974,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-04 23:30"
14903,"ZELIHA K",13974,"DA ORMEGGIO A ORMEGGIO",18,"2018-12-07 08:15"
14903,"ZELIHA K",13974,"DA RADA A ORMEGGIO",20,"2018-12-05 13:30"
14903,"ZELIHA K",13974,"DISORMEGGIO PER PARTENZA",23,"2018-12-07 18:20"
14903,"ZELIHA K",13974,"NAVE FUORI VISTA",26,"2018-12-07 19:00"
14905,"INA-LOTTE",15568,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-05 06:10"
14905,"INA-LOTTE",15568,"DA ORMEGGIO A ORMEGGIO",18,"2018-12-05 15:03"
14905,"INA-LOTTE",15568,"DISORMEGGIO PER PARTENZA",23,"2018-12-06 16:20"
14905,"INA-LOTTE",15568,"NAVE FUORI VISTA",26,"2018-12-06 17:25"
14905,"INA-LOTTE",15568,"NAVE IN ENTRATA",14,"2018-12-05 09:40"
14905,"INA-LOTTE",15568,"ORMEGGIO NAVE",17,"2018-12-05 10:40"
14906,"GULLUK",13056,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-05 07:00"
14906,"GULLUK",13056,"DISORMEGGIO PER PARTENZA",23,"2018-12-07 18:30"
14906,"GULLUK",13056,"NAVE FUORI VISTA",26,"2018-12-07 18:55"
14906,"GULLUK",13056,"NAVE IN ENTRATA",14,"2018-12-05 09:50"
14906,"GULLUK",13056,"ORMEGGIO NAVE",17,"2018-12-05 10:50"
14918,"CELTIC CRUSADER",15898,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-05 11:20"
14918,"CELTIC CRUSADER",15898,"DISORMEGGIO PER PARTENZA",23,"2018-12-07 14:30"
